,Train,Test
Accuracy,0.584742951907131,0.580046403712297
Precision,0.6022275258552108,0.5958646616541353
Recall,0.5016567263088137,0.49147286821705427
F1,0.5473608098336948,0.5386576040781648
ROC AUC,0.5848257071119103,0.579841372380132
log loss,14.342602933712525,14.504816315455523
