,Train,Test
Accuracy,0.7482678983833718,0.7046678635547576
Precision,0.684567552289429,0.6462765957446809
Recall,0.9265493496557001,0.8852459016393442
F1,0.7873862158647593,0.7471176018447347
ROC AUC,0.7471631333871063,0.7072247207311766
log loss,8.69469050717384,10.20060155012751
