,Train,Test
Accuracy,0.9855269109000452,0.9857594936708861
Precision,0.9830659536541889,0.9838709677419355
Recall,0.9883512544802867,0.9870550161812298
F1,0.9857015192135835,0.9854604200323102
ROC AUC,0.9854998281533854,0.9857875700101196
log loss,0.4998896594248384,0.4918559897806134
