,Train,Test
Accuracy,0.8012318029115342,0.7552219321148825
Precision,0.78602383531961,0.7693315858453473
Recall,0.8216308040770102,0.7468193384223919
F1,0.8034330011074197,0.7579083279535185
ROC AUC,0.8014577054715062,0.7554472027232603
log loss,6.8652987349864265,8.454426812819333
