,Train,Test
Accuracy,0.9488919041157847,0.945675105485232
Precision,0.95508166969147,0.9517543859649122
Recall,0.943100358422939,0.9363538295577131
F1,0.9490532010820559,0.9439912996193582
ROC AUC,0.9489474394854422,0.9454730964094035
log loss,1.7652289971495718,1.8763339403811867
