,Train,Test
Accuracy,0.7082866741321389,0.6684073107049608
Precision,0.6835699797160243,0.662004662004662
Recall,0.7633069082672707,0.72264631043257
F1,0.7212413055109684,0.6909975669099757
ROC AUC,0.7088959790505789,0.6669531820259365
log loss,10.075561016879444,11.452957109575316
