,Train,Test
Accuracy,0.5506718924972005,0.5483028720626631
Precision,0.5461847389558233,0.5628342245989305
Recall,0.5390713476783692,0.5356234096692112
F1,0.5426047306925049,0.5488917861799216
ROC AUC,0.5505434257771691,0.5486428040303161
log loss,15.519420099495782,15.601236771304091
