,Train,Test
Accuracy,0.8132762312633833,0.8331668331668332
Precision,0.9175257731958762,0.9242424242424242
Recall,0.6875536480686695,0.7276341948310139
F1,0.7860647693817466,0.8142380422691881
ROC AUC,0.813007593265104,0.8336966154877962
log loss,6.44923515168995,5.762237408464526
