,Train,Test
Accuracy,0.6422182468694096,0.6481223922114048
Precision,0.6417721518987342,0.6704225352112676
Recall,0.6152912621359223,0.6363636363636364
F1,0.6282527881040892,0.6529492455418382
ROC AUC,0.6417605196963316,0.6486166007905136
log loss,12.357478904602955,12.153552129084472
