,Train,Test
Accuracy,0.8079904591532499,0.7426981919332406
Precision,0.7782705099778271,0.7356608478802993
Recall,0.8519417475728155,0.7887700534759359
F1,0.8134414831981459,0.7612903225806452
ROC AUC,0.8087375795308391,0.7407618383321708
log loss,6.631869957452164,8.887007497059912
